id,cluster
10_020.png,9
10_015.png,9
18_022.png,4
05_042.png,1
09_013.png,8
03_021.png,5
11_001.png,6
16_025.png,2
01_018.png,5
03_019.png,9
01_031.png,8
03_004.png,9
02_024.png,3
09_015.png,8
03_030.png,9
04_010.png,4
19_001.png,0
05_035.png,9
03_028.png,9
15_011.png,7
05_004.png,1
01_011.png,9
01_029.png,5
17_035.png,9
01_012.png,9
17_001.png,6
17_013.png,4
07_029.png,2
04_014.png,4
02_036.png,3
16_031.png,2
12_001.png,8
01_006.png,9
16_017.png,2
08_014.png,2
16_022.png,2
17_039.png,9
09_003.png,9
06_030.png,7
03_016.png,8
07_010.png,6
15_003.png,7
01_034.png,8
04_008.png,4
00_015.png,9
15_015.png,7
06_014.png,7
05_014.png,1
02_031.png,3
00_043.png,7
07_004.png,6
05_022.png,9
12_017.png,1
00_005.png,7
15_005.png,7
05_026.png,8
15_009.png,7
07_020.png,6
07_006.png,6
07_022.png,2
08_040.png,9
19_008.png,0
12_018.png,1
18_024.png,2
08_034.png,9
14_009.png,8
18_020.png,4
16_029.png,6
02_009.png,3
08_021.png,9
07_025.png,2
18_002.png,4
07_032.png,3
00_003.png,9
02_020.png,2
14_008.png,8
06_015.png,7
17_037.png,9
01_027.png,5
03_044.png,9
01_045.png,8
10_010.png,9
13_006.png,6
04_027.png,4
05_030.png,9
07_011.png,6
02_034.png,3
05_021.png,1
05_048.png,1
17_005.png,3
17_032.png,2
15_007.png,7
07_021.png,2
02_029.png,6
17_031.png,3
17_027.png,3
01_044.png,9
10_017.png,3
19_005.png,0
18_015.png,4
09_023.png,7
17_026.png,3
08_027.png,3
08_041.png,9
03_018.png,8
16_015.png,2
07_012.png,6
01_039.png,9
10_004.png,6
03_045.png,6
06_022.png,7
15_014.png,7
00_010.png,1
00_022.png,9
01_003.png,6
02_008.png,2
05_037.png,1
18_004.png,4
11_002.png,6
01_024.png,5
03_025.png,5
00_011.png,7
16_026.png,2
08_001.png,9
07_002.png,3
03_009.png,5
03_015.png,8
11_004.png,6
03_035.png,8
02_017.png,2
08_037.png,9
03_032.png,9
09_018.png,8
07_030.png,2
03_026.png,7
01_005.png,9
08_008.png,9
01_017.png,5
05_007.png,1
06_023.png,6
00_032.png,7
14_005.png,8
00_039.png,7
02_028.png,2
18_027.png,4
07_023.png,6
10_019.png,6
18_003.png,4
10_001.png,9
16_011.png,2
17_007.png,3
06_025.png,1
05_047.png,1
01_046.png,9
05_019.png,1
02_030.png,3
13_005.png,6
16_036.png,6
18_008.png,4
00_028.png,7
17_011.png,4
11_005.png,6
05_011.png,9
06_019.png,7
03_013.png,9
10_009.png,9
02_004.png,2
06_001.png,1
06_006.png,7
06_021.png,5
18_033.png,4
00_035.png,9
17_023.png,3
01_007.png,9
12_013.png,5
01_023.png,9
01_040.png,9
07_008.png,6
10_007.png,9
05_006.png,1
10_012.png,9
02_021.png,6
05_018.png,6
18_005.png,4
09_024.png,8
00_041.png,7
05_003.png,9
08_024.png,1
12_003.png,9
00_020.png,9
19_010.png,0
16_046.png,2
00_016.png,7
07_001.png,6
06_007.png,1
00_033.png,7
04_005.png,4
17_030.png,6
16_047.png,2
06_011.png,7
